,bus_name
1065,SPRING 32 1
1066,SPRING 32 2
1067,SPRING 32 3
1068,SPRING 32 4
1069,SPRING 32 5
1070,HUMBLE 12 1
1071,HUMBLE 12 2
1072,SPRING 33 1
1073,SANTA FE 1 1
1074,SANTA FE 2 1
1075,DICKINSON 2 1
1076,SANTA FE 3 1
1077,SANTA FE 3 2
1078,SANTA FE 4 1
1079,HITCHCOCK 4 1
1080,DICKINSON 3 1
1081,DICKINSON 3 2
1082,SANTA FE 5 1
1083,TEXAS CITY 2 1
1084,LA MARQUE 1 1
1085,BACLIFF 2 1
1086,LA MARQUE 2 1
1087,LA MARQUE 2 2
1088,TEXAS CITY 3 1
1089,LA MARQUE 3 1
1090,LA MARQUE 4 1
1091,TEXAS CITY 4 1
1092,DICKINSON 4 1
1093,TEXAS CITY 5 1
1094,PASADENA 1 1
1095,PASADENA 1 2
1096,SOUTH HOUSTON 4 1
1097,SOUTH HOUSTON 4 2
1098,PASADENA 2 1
1099,PASADENA 2 2
1100,PASADENA 2 3
1101,PASADENA 2 4
1102,SOUTH HOUSTON 5 1
1103,PASADENA 3 1
1104,PASADENA 3 2
1105,SOUTH HOUSTON 6 1
1106,SOUTH HOUSTON 7 1
1107,PASADENA 4 1
1108,GALENA PARK 14 1
1109,SOUTH HOUSTON 8 1
1110,SOUTH HOUSTON 9 1
1111,GALENA PARK 15 1
1112,GALENA PARK 15 2
1113,SOUTH HOUSTON 10 1
1114,PASADENA 5 1
1115,GALENA PARK 16 1
1116,GALENA PARK 16 2
1117,GALENA PARK 16 3
1118,GALENA PARK 16 4
1119,GALENA PARK 17 1
1120,SOUTH HOUSTON 11 1
1121,SOUTH HOUSTON 11 2
1122,PASADENA 6 1
1123,STOWELL 3 1
1124,HIGH ISLAND 1 1
1125,ANAHUAC 3 1
1126,ROSHARON 2 1
1127,MISSOURI CITY 8 1
1128,MISSOURI CITY 9 1
1129,MISSOURI CITY 9 2
1130,ROSHARON 3 1
1131,FRESNO 7 1
1132,FRESNO 8 1
1133,FRESNO 9 1
1134,FRESNO 9 2
1135,MANVEL 5 1
1136,MANVEL 5 2
1137,ROSHARON 4 1
1138,THOMPSONS 5 1
1139,THOMPSONS 5 2
1140,MISSOURI CITY 10 1
1141,ROSHARON 5 1
1142,ROSHARON 5 2
1143,ROSHARON 5 3
1144,ROSHARON 5 4
1145,KATY 86 1
1146,KATY 86 2
1147,SUGAR LAND 67 1
1148,STAFFORD 18 1
1149,STAFFORD 18 2
1150,SUGAR LAND 68 1
1151,SUGAR LAND 69 1
1152,STAFFORD 19 1
1153,STAFFORD 19 2
1154,STAFFORD 20 1
1155,STAFFORD 20 2
1156,STAFFORD 20 3
1157,STAFFORD 20 4
1158,STAFFORD 21 1
1159,STAFFORD 21 2
1160,STAFFORD 22 1
1161,STAFFORD 23 1
1162,SUGAR LAND 70 1
1163,SUGAR LAND 71 1
1164,SUGAR LAND 72 1
1165,SUGAR LAND 73 1
1166,SUGAR LAND 73 2
1167,SUGAR LAND 74 1
1168,SUGAR LAND 74 2
1169,SUGAR LAND 75 1
1170,SUGAR LAND 75 2
1171,SUGAR LAND 75 3
1172,SUGAR LAND 76 1
1173,SUGAR LAND 76 2
1174,SUGAR LAND 77 1
1175,SUGAR LAND 77 2
1176,NEW WAVERLY 5 1
1177,BAYTOWN 10 1
1178,BAYTOWN 10 2
1179,BAYTOWN 10 3
1180,GALENA PARK 18 1
1181,GALENA PARK 18 2
1182,GALENA PARK 18 3
1183,GALENA PARK 18 4
1184,GALENA PARK 18 5
1185,GALENA PARK 18 6
1186,GALENA PARK 18 7
1187,CYPRESS 54 1
1188,CYPRESS 54 2
1189,CYPRESS 54 3
1190,CYPRESS 54 4
1191,CYPRESS 54 5
1192,CYPRESS 54 6
1193,CYPRESS 54 7
1194,CYPRESS 54 8
1195,CYPRESS 54 9
1196,CYPRESS 54 10
1197,CYPRESS 54 11
1198,CYPRESS 54 12
1199,CYPRESS 54 13
1200,CYPRESS 54 14
1201,CYPRESS 54 15
1202,CYPRESS 54 16
1203,CYPRESS 54 17
1204,CYPRESS 54 18
1205,THOMPSONS 6 1
1206,THOMPSONS 6 2
1207,THOMPSONS 6 3
1208,THOMPSONS 6 4
1209,THOMPSONS 6 5
1210,THOMPSONS 6 6
1211,THOMPSONS 6 7
1212,THOMPSONS 6 8
1213,THOMPSONS 6 9
1214,ELMATON 3 1
1215,ELMATON 3 2
1216,ELMATON 3 3
1217,LA PORTE 9 1
1218,LA PORTE 9 2
1219,LA PORTE 9 3
1220,LIVERPOOL 4 1
1221,LIVERPOOL 4 2
1222,MONT BELVIEU 4 1
1223,MONT BELVIEU 4 2
1224,MONT BELVIEU 4 3
1225,MONT BELVIEU 4 4
1226,MONT BELVIEU 4 5
1227,MONT BELVIEU 4 6
1228,SEABROOK 8 1
1229,SEABROOK 8 2
1230,SEABROOK 8 3
1231,SEABROOK 8 4
1232,SEABROOK 8 5
1233,LIVERPOOL 5 1
1234,LIVERPOOL 5 2
1235,LIVERPOOL 5 3
1236,LIVERPOOL 5 4
1237,LIVERPOOL 5 5
1238,BAYTOWN 11 1
1239,BAYTOWN 11 2
1240,BAYTOWN 11 3
1241,BAYTOWN 11 4
1242,BAYTOWN 11 5
1243,BAYTOWN 12 1
1244,BAYTOWN 12 2
1245,BAYTOWN 12 3
1246,BAYTOWN 12 4
1247,BAYTOWN 12 5
1248,DEER PARK 12 1
1249,DEER PARK 12 2
1250,DEER PARK 12 3
1251,DEER PARK 12 4
1252,DEER PARK 12 5
1253,HOUSTON 49 1
1254,HOUSTON 49 2
1255,HOUSTON 49 3
1256,HOUSTON 49 4
1257,BOLING 1 1
1258,BOLING 1 2
1259,TEXAS CITY 6 1
1260,TEXAS CITY 6 2
1261,GALENA PARK 19 1
1262,GALENA PARK 19 2
1263,DEER PARK 13 1
1264,DEER PARK 13 2
1265,DEER PARK 13 3
1266,DEER PARK 13 4
1267,CHANNELVIEW 13 1
1268,CHANNELVIEW 13 2
1269,CHANNELVIEW 13 3
1270,CHANNELVIEW 13 4
1271,CHANNELVIEW 13 5
1272,CHANNELVIEW 13 6
1273,CHANNELVIEW 13 7
1274,CHANNELVIEW 13 8
1275,GALENA PARK 20 1
1276,GALENA PARK 20 2
1277,TEXAS CITY 7 1
1278,TEXAS CITY 7 2
1279,TEXAS CITY 7 3
1280,TEXAS CITY 7 4
1281,TEXAS CITY 7 5
1282,CLUTE 5 1
1283,CLUTE 5 2
1284,CLUTE 5 3
1285,CLUTE 5 4
1286,CLUTE 5 5
1287,CLUTE 5 6
1288,CLUTE 5 7
1289,CLUTE 5 8
1290,CLUTE 5 9
1291,TEXAS CITY 8 1
1292,TEXAS CITY 8 2
1293,TEXAS CITY 8 3
1294,TEXAS CITY 8 4
1295,TEXAS CITY 8 5
1296,SUGAR LAND 78 1
1297,SUGAR LAND 78 2
1298,FREEPORT 2 1
1299,FREEPORT 2 2
1300,FREEPORT 2 3
1301,FREEPORT 2 4
1302,FREEPORT 2 5
1303,SWEENY 5 1
1304,SWEENY 5 2
1305,SWEENY 5 3
1306,SWEENY 5 4
1307,SWEENY 5 5
1308,PASADENA 7 1
1309,PASADENA 7 2
1310,PASADENA 7 3
1311,PASADENA 7 4
1312,PASADENA 7 5
1313,PASADENA 7 6
1314,PASADENA 7 7
1315,CHANNELVIEW 14 1
1316,CHANNELVIEW 14 2
1317,CHANNELVIEW 14 3
1318,CHANNELVIEW 14 4
1319,CHANNELVIEW 14 5
1320,CHANNELVIEW 14 6
1321,GALENA PARK 21 1
1322,GALENA PARK 21 2
1323,GALENA PARK 21 3
1324,GALENA PARK 21 4
1325,GALENA PARK 21 5
1326,CLUTE 6 1
1327,CLUTE 6 2
1328,CLUTE 6 3
1329,CLUTE 6 4
1330,BAYTOWN 13 1
1331,BAYTOWN 13 2
1332,BAYTOWN 13 3
1333,BAYTOWN 13 4
1334,BAYTOWN 13 5
1335,THOMPSONS 7 1
1336,THOMPSONS 7 2
1337,THOMPSONS 7 3
1338,THOMPSONS 7 4
1339,THOMPSONS 7 5
1340,LA PORTE 10 1
1341,LA PORTE 10 2
1342,LA PORTE 10 3
1343,LA PORTE 10 4
1344,DEER PARK 14 1
1345,DEER PARK 14 2
1346,DEER PARK 14 3
1347,DEER PARK 14 4
1348,DEER PARK 14 5
1349,DEER PARK 14 6
1350,DEER PARK 14 7
1351,TEXAS CITY 9 1
1352,TEXAS CITY 9 2
1353,TEXAS CITY 9 3
1354,TEXAS CITY 9 4
1355,TEXAS CITY 9 5
1356,TEXAS CITY 9 6
1357,CLUTE 7 1
1358,CLUTE 7 2
1359,CLUTE 7 3
1360,WHARTON 3 1
1361,WHARTON 3 2
1362,WHARTON 3 3
1363,WHARTON 3 4
1364,WHARTON 3 5
1365,WHARTON 3 6
1366,WHARTON 3 7
1367,WHARTON 3 8
1368,BAYTOWN 14 1
1369,BAYTOWN 14 2
1370,BAYTOWN 14 3
1371,BAYTOWN 14 4
1372,BAYTOWN 14 5
1373,MONT BELVIEU 5 1
1374,MONT BELVIEU 5 2
1375,HOUSTON 50 1
1376,HOUSTON 50 2
1377,GALENA PARK 22 1
1378,GALENA PARK 22 2
1379,THOMPSONS 8 1
1380,THOMPSONS 8 2
1381,GALENA PARK 23 1
1382,GALENA PARK 23 2
1383,FREEPORT 3 1
1384,FREEPORT 3 2
1385,HOUSTON 51 1
1386,HOUSTON 51 2
1387,WHARTON 4 1
1388,WHARTON 4 2
1389,WHARTON 4 3
1390,WHARTON 4 4
1391,BACLIFF 3 1
1392,BACLIFF 3 2
1393,BACLIFF 3 3
1394,BACLIFF 3 4
1395,BACLIFF 3 5
1396,BACLIFF 3 6
1397,BACLIFF 3 7
1398,BACLIFF 3 8
1399,CROSBY 6 1
1400,CROSBY 6 2
1401,BELLAIRE 43 1
1402,BELLAIRE 43 2
1403,SEALY 5 1
1404,SEALY 5 2
1405,WALLIS 2 1
1406,WALLIS 2 2
1407,ORCHARD 2 1
1408,ORCHARD 2 2
1409,LANE CITY 3 1
1410,LANE CITY 3 2
1411,WEBSTER 10 1
1412,WEBSTER 10 2
1413,WEBSTER 10 3
1414,WEBSTER 10 4
1415,KNIPPA 1 1
1416,SABINAL 1 1
1417,BRACKETTVILLE 1 1
1418,BRACKETTVILLE 2 1
1419,BRACKETTVILLE 3 1
1420,CAMP WOOD 1 1
1421,KNIPPA 2 1
1422,LEAKEY 1 1
1423,LEAKEY 2 1
1424,KNIPPA 3 1
1425,UVALDE 1 1
1426,HARPER 1 1
1427,CALLIHAM 1 1
1428,PAWNEE 1 1
1429,BATESVILLE 1 1
1430,LA PRYOR 1 1
1431,LA COSTE 1 1
1432,LEMING 1 1
1433,PLEASANTON 1 1
1434,FALLS CITY 1 1
1435,JOURDANTON 1 1
1436,RIO MEDINA 1 1
1437,HONDO 1 1
1438,D HANIS 1 1
1439,HONDO 2 1
1440,HONDO 3 1
1441,YANCEY 1 1
1442,PEARSALL 1 1
1443,YANCEY 2 1
1444,CASTROVILLE 1 1
1445,RIO MEDINA 2 1
1446,RIO MEDINA 2 2
1447,DEVINE 1 1
1448,DEVINE 2 1
1449,DEVINE 3 1
1450,SOMERSET 1 1
1451,NATALIA 1 1
1452,MOORE 1 1
1453,YANCEY 3 1
1454,MOORE 2 1
1455,POTEET 1 1
1456,POTEET 2 1
1457,LEMING 2 1
1458,POTEET 3 1
1459,LEMING 3 1
1460,BATESVILLE 2 1
1461,PEARSALL 2 1
1462,PEARSALL 3 1
1463,DILLEY 1 1
1464,DILLEY 2 1
1465,DILLEY 3 1
1466,CHARLOTTE 1 1
1467,CHRISTINE 1 1
1468,JOURDANTON 2 1
1469,CHRISTINE 2 1
1470,PLEASANTON 2 1
1471,CAMPBELLTON 1 1
1472,BIGFOOT 1 1
1473,LYTLE 1 1
1474,CHARLOTTE 2 1
1475,PLEASANTON 3 1
1476,CHARLOTTE 3 1
1477,WHITSETT 1 1
1478,D HANIS 2 1
1479,CHRISTINE 3 1
1480,LYTLE 2 1
1481,PEARSALL 4 1
1482,BATESVILLE 3 1
1483,HONDO 4 1
1484,HONDO 5 1
1485,DILLEY 4 1
1486,YANCEY 4 1
1487,BIGFOOT 2 1
1488,KENDALIA 1 1
1489,DOSS 1 1
1490,WILLOW CITY 1 1
1491,FREDERICKSBURG 1 1
1492,FREDERICKSBURG 2 1
1493,FREDERICKSBURG 3 1
1494,FREDERICKSBURG 4 1
1495,STONEWALL 1 1
1496,COMFORT 1 1
1497,BOERNE 1 1
1498,BOERNE 2 1
1499,BERGHEIM 1 1
1500,BOERNE 3 1
1501,FREDERICKSBURG 5 1
1502,DOSS 2 1
1503,FREDERICKSBURG 6 1
1504,FREDERICKSBURG 7 1
1505,KERRVILLE 1 1
1506,COMFORT 2 1
1507,INGRAM 1 1
1508,HARPER 2 1
1509,HARPER 3 1
1510,INGRAM 2 1
1511,KERRVILLE 2 1
1512,HUNT 1 1
1513,HUNT 2 1
1514,INGRAM 3 1
1515,INGRAM 4 1
1516,MEDINA 1 1
1517,BANDERA 1 1
1518,VANDERPOOL 1 1
1519,BANDERA 2 1
1520,HONDO 6 1
1521,TARPLEY 1 1
1522,COMFORT 3 1
1523,COMFORT 4 1
1524,PIPE CREEK 1 1
1525,PIPE CREEK 2 1
1526,PIPE CREEK 3 1
1527,BANDERA 3 1
1528,MICO 1 1
1529,MOUNTAIN HOME 1 1
1530,MOUNTAIN HOME 2 1
1531,CENTER POINT 1 1
1532,MOUNTAIN HOME 3 1
1533,KERRVILLE 3 1
1534,UTOPIA 1 1
1535,HONDO 7 1
1536,MEDINA 2 1
1537,HARPER 4 1
1538,TARPLEY 2 1
1539,SABINAL 2 1
1540,COMFORT 5 1
1541,INGRAM 5 1
1542,HONDO 8 1
1543,LA VERNIA 1 1
1544,ADKINS 1 1
1545,ADKINS 2 1
1546,SUTHERLAND SPRINGS 1 1
1547,STOCKDALE 1 1
1548,ELMENDORF 1 1
1549,FLORESVILLE 1 1
1550,POTH 1 1
1551,HOBSON 1 1
1552,POTH 2 1
1553,STOCKDALE 2 1
1554,HOBSON 2 1
1555,KARNES CITY 1 1
1556,FALLS CITY 2 1
1557,FALLS CITY 3 1
1558,FLORESVILLE 2 1
1559,SAINT HEDWIG 1 1
1560,BOERNE 4 1
1561,BOERNE 5 1
1562,BOERNE 5 2
1563,BOERNE 6 1
1564,KERRVILLE 4 1
1565,KERRVILLE 4 2
1566,KERRVILLE 5 1
1567,BOERNE 7 1
1568,HARPER 5 1
1569,KERRVILLE 6 1
1570,FREDERICKSBURG 8 1
1571,FREDERICKSBURG 9 1
1572,FREDERICKSBURG 10 1
1573,INGRAM 6 1
1574,KERRVILLE 7 1
1575,KERRVILLE 8 1
1576,KERRVILLE 9 1
1577,COMFORT 6 1
1578,COMFORT 7 1
1579,BERGHEIM 2 1
1580,BOERNE 8 1
1581,BANDERA 4 1
1582,BANDERA 5 1
1583,PIPE CREEK 4 1
1584,PIPE CREEK 5 1
1585,MICO 2 1
1586,MEDINA 3 1
1587,NATALIA 2 1
1588,PEARSALL 5 1
1589,DILLEY 5 1
1590,DEVINE 4 1
1591,D HANIS 3 1
1592,HONDO 9 1
1593,CASTROVILLE 2 1
1594,NATALIA 3 1
1595,MOORE 3 1
1596,POTEET 4 1
1597,POTEET 5 1
1598,LEMING 4 1
1599,PLEASANTON 4 1
1600,PLEASANTON 5 1
1601,CHARLOTTE 4 1
1602,CASTROVILLE 3 1
1603,RUNGE 1 1
1604,KENEDY 1 1
1605,RUNGE 2 1
1606,RUNGE 3 1
1607,PAWNEE 2 1
1608,KENEDY 2 1
1609,NORDHEIM 1 1
1610,FLORESVILLE 3 1
1611,HOBSON 3 1
1612,HOBSON 3 2
1613,HELOTES 1 1
1614,HELOTES 2 1
1615,BOERNE 9 1
1616,HELOTES 3 1
1617,HELOTES 4 1
1618,HELOTES 5 1
1619,HELOTES 5 2
1620,HELOTES 5 3
1621,HELOTES 5 4
1622,HELOTES 6 1
1623,HELOTES 7 1
1624,BOERNE 10 1
1625,BOERNE 10 2
1626,ELMENDORF 2 1
1627,ELMENDORF 3 1
1628,ELMENDORF 4 1
1629,ELMENDORF 5 1
1630,LEMING 5 1
1631,ELMENDORF 6 1
1632,VON ORMY 1 1
1633,ELMENDORF 7 1
1634,VON ORMY 2 1
1635,VON ORMY 3 1
1636,VON ORMY 3 2
1637,VON ORMY 4 1
1638,UNIVERSAL CITY 1 1
1639,SAN ANTONIO 1 1
1640,UNIVERSAL CITY 2 1
1641,UNIVERSAL CITY 2 2
1642,UNIVERSAL CITY 3 1
1643,SAN ANTONIO 2 1
1644,SAN ANTONIO 3 1
1645,SAN ANTONIO 4 1
1646,UNIVERSAL CITY 4 1
1647,UNIVERSAL CITY 5 1
1648,UNIVERSAL CITY 6 1
1649,UNIVERSAL CITY 6 2
1650,UNIVERSAL CITY 7 1
1651,UNIVERSAL CITY 8 1
1652,SAN ANTONIO 5 1
1653,SAN ANTONIO 5 2
1654,SAN ANTONIO 6 1
1655,SAN ANTONIO 6 2
1656,UNIVERSAL CITY 9 1
1657,ATASCOSA 1 1
1658,LACKLAND A F B 1 1
1659,LACKLAND A F B 1 2
1660,LACKLAND A F B 2 1
1661,RIO MEDINA 3 1
1662,RIO MEDINA 3 2
1663,ATASCOSA 2 1
1664,LACKLAND A F B 3 1
1665,LACKLAND A F B 4 1
1666,LACKLAND A F B 4 2
1667,LACKLAND A F B 5 1
1668,ATASCOSA 3 1
1669,SOMERSET 2 1
1670,ATASCOSA 4 1
1671,LACKLAND A F B 6 1
1672,LACKLAND A F B 6 2
1673,LACKLAND A F B 7 1
1674,LACKLAND A F B 7 2
1675,SAN ANTONIO 7 1
1676,SAN ANTONIO 8 1
1677,SAN ANTONIO 9 1
1678,SAN ANTONIO 10 1
1679,SAN ANTONIO 11 1
1680,SAN ANTONIO 12 1
1681,SAN ANTONIO 13 1
1682,SAN ANTONIO 13 2
1683,SAN ANTONIO 14 1
1684,SAN ANTONIO 15 1
1685,SAN ANTONIO 16 1
1686,LACKLAND A F B 8 1
1687,SAN ANTONIO 17 1
1688,SAN ANTONIO 18 1
1689,SAN ANTONIO 18 2
1690,SAN ANTONIO 19 1
1691,SAN ANTONIO 19 2
1692,LACKLAND A F B 9 1
1693,LACKLAND A F B 9 2
1694,SAN ANTONIO 20 1
1695,SAN ANTONIO 21 1
1696,SAN ANTONIO 22 1
1697,SAN ANTONIO 23 1
1698,SAN ANTONIO 24 1
1699,SAN ANTONIO 25 1
1700,SAN ANTONIO 26 1
1701,SAN ANTONIO 26 2
1702,BULVERDE 1 1
1703,BULVERDE 1 2
1704,SPRING BRANCH 1 1
1705,SPRING BRANCH 2 1
1706,SPRING BRANCH 2 2
1707,SPRING BRANCH 3 1
1708,BULVERDE 2 1
1709,BULVERDE 3 1
1710,BULVERDE 4 1
1711,BULVERDE 5 1
1712,SPRING BRANCH 4 1
1713,HELOTES 8 1
1714,HELOTES 9 1
1715,RIO MEDINA 4 1
1716,RIO MEDINA 4 2
1717,HELOTES 10 1
1718,SAN ANTONIO 27 1
1719,LACKLAND A F B 10 1
1720,LACKLAND A F B 11 1
1721,HELOTES 11 1
1722,LACKLAND A F B 12 1
1723,LACKLAND A F B 12 2
1724,SAN ANTONIO 28 1
1725,SAN ANTONIO 28 2
1726,SAN ANTONIO 28 3
1727,SAN ANTONIO 28 4
1728,HELOTES 12 1
1729,HELOTES 12 2
1730,HELOTES 13 1
1731,HELOTES 13 2
1732,HELOTES 14 1
1733,HELOTES 14 2
1734,HELOTES 15 1
1735,HELOTES 15 2
1736,LACKLAND A F B 13 1
1737,SAN ANTONIO 29 1
1738,SAN ANTONIO 30 1
1739,SAN ANTONIO 31 1
1740,SAN ANTONIO 31 2
1741,SAN ANTONIO 32 1
1742,SAN ANTONIO 32 2
1743,ELMENDORF 8 1
1744,ELMENDORF 8 2
1745,CONVERSE 1 1
1746,SAN ANTONIO 33 1
1747,SAN ANTONIO 34 1
1748,ELMENDORF 9 1
1749,SAN ANTONIO 35 1
1750,SAN ANTONIO 35 2
1751,CONVERSE 2 1
1752,CONVERSE 2 2
1753,SAN ANTONIO 36 1
1754,SAN ANTONIO 36 2
1755,SAN ANTONIO 37 1
1756,ADKINS 3 1
1757,SAINT HEDWIG 2 1
1758,ADKINS 4 1
1759,LA VERNIA 2 1
1760,SAINT HEDWIG 3 1
1761,ADKINS 5 1
1762,SAINT HEDWIG 4 1
1763,SUTHERLAND SPRINGS 2 1
1764,BULVERDE 6 1
1765,BULVERDE 6 2
1766,BULVERDE 6 3
1767,BULVERDE 6 4
1768,BULVERDE 6 5
1769,BULVERDE 7 1
1770,BULVERDE 7 2
1771,BULVERDE 7 3
1772,BULVERDE 7 4
1773,BULVERDE 8 1
1774,BULVERDE 9 1
1775,BULVERDE 10 1
1776,SAN ANTONIO 38 1
1777,SAN ANTONIO 38 2
1778,BULVERDE 11 1
1779,BULVERDE 12 1
1780,BULVERDE 13 1
1781,SAN ANTONIO 39 1
1782,SAN ANTONIO 40 1
1783,SAN ANTONIO 40 2
1784,SAN ANTONIO 41 1
1785,SAN ANTONIO 41 2
1786,SAN ANTONIO 42 1
1787,SAN ANTONIO 43 1
1788,SAN ANTONIO 43 2
1789,SAN ANTONIO 44 1
1790,HELOTES 16 1
1791,SAN ANTONIO 45 1
1792,SAN ANTONIO 46 1
1793,SAN ANTONIO 47 1
1794,SAN ANTONIO 47 2
1795,SAN ANTONIO 48 1
1796,SAN ANTONIO 49 1
1797,SAN ANTONIO 50 1
1798,SAN ANTONIO 51 1
1799,SAN ANTONIO 52 1
1800,CONVERSE 3 1
1801,CONVERSE 4 1
1802,CONVERSE 5 1
1803,UNIVERSAL CITY 10 1
1804,UNIVERSAL CITY 10 2
1805,CONVERSE 6 1
1806,SAN ANTONIO 53 1
1807,UNIVERSAL CITY 11 1
1808,CONVERSE 7 1
1809,CONVERSE 8 1
1810,CONVERSE 8 2
1811,UNIVERSAL CITY 12 1
1812,UNIVERSAL CITY 12 2
1813,LACKLAND A F B 14 1
1814,SAN ANTONIO 54 1
1815,SAN ANTONIO 54 2
1816,LACKLAND A F B 15 1
1817,LACKLAND A F B 15 2
1818,SAN ANTONIO 55 1
1819,LACKLAND A F B 16 1
1820,LACKLAND A F B 16 2
1821,LACKLAND A F B 17 1
1822,SAN ANTONIO 56 1
1823,ELMENDORF 10 1
1824,SAN ANTONIO 57 1
1825,SAN ANTONIO 57 2
1826,LACKLAND A F B 18 1
1827,LACKLAND A F B 19 1
1828,UNIVERSAL CITY 13 1
1829,UNIVERSAL CITY 13 2
1830,UNIVERSAL CITY 13 3
1831,UNIVERSAL CITY 14 1
1832,UNIVERSAL CITY 14 2
1833,CIBOLO 1 1
1834,CIBOLO 2 1
1835,SCHERTZ 1 1
1836,UNIVERSAL CITY 15 1
1837,CIBOLO 3 1
1838,CIBOLO 4 1
1839,UNIVERSAL CITY 16 1
1840,CIBOLO 5 1
1841,CIBOLO 5 2
1842,SCHERTZ 2 1
1843,CIBOLO 6 1
1844,CIBOLO 7 1
1845,UNIVERSAL CITY 17 1
1846,LACKLAND A F B 20 1
1847,LACKLAND A F B 20 2
1848,LACKLAND A F B 20 3
1849,LACKLAND A F B 20 4
1850,ADKINS 6 1
1851,ADKINS 6 2
1852,ADKINS 6 3
1853,ELMENDORF 11 1
1854,ELMENDORF 11 2
1855,ELMENDORF 11 3
1856,ELMENDORF 11 4
1857,ELMENDORF 11 5
1858,ELMENDORF 11 6
1859,ELMENDORF 11 7
1860,PEARSALL 6 1
1861,PEARSALL 6 2
1862,PEARSALL 6 3
1863,PEARSALL 6 4
1864,PEARSALL 6 5
1865,PEARSALL 6 6
1866,PEARSALL 6 7
1867,PEARSALL 6 8
1868,PEARSALL 6 9
1869,PEARSALL 6 10
1870,PEARSALL 6 11
1871,PEARSALL 6 12
1872,PEARSALL 6 13
1873,PEARSALL 6 14
1874,PEARSALL 6 15
1875,ADKINS 7 1
1876,ADKINS 7 2
1877,ADKINS 7 3
1878,CHRISTINE 4 1
1879,CHRISTINE 4 2
1880,ADKINS 8 1
1881,ADKINS 8 2
1882,ADKINS 8 3
1883,ELMENDORF 12 1
1884,ELMENDORF 12 2
1885,ELMENDORF 12 3
1886,ELMENDORF 12 4
1887,CONVERSE 9 1
1888,CONVERSE 9 2
1889,CONVERSE 9 3
1890,CONVERSE 9 4
1891,CONVERSE 9 5
1892,CONVERSE 9 6
1893,CONVERSE 9 7
1894,LACKLAND A F B 21 1
1895,LACKLAND A F B 21 2
1896,LACKLAND A F B 21 3
1897,LACKLAND A F B 21 4
1898,LACKLAND A F B 21 5
1899,LACKLAND A F B 21 6
1900,LACKLAND A F B 21 7
1901,ELMENDORF 13 1
1902,ELMENDORF 13 2
1903,BRACKETTVILLE 4 1
1904,BRACKETTVILLE 4 2
1905,SOMERSET 3 1
1906,SOMERSET 3 2
1907,SOMERSET 3 3
1908,ELMENDORF 14 1
1909,ELMENDORF 14 2
1910,ELMENDORF 15 1
1911,ELMENDORF 15 2
1912,ELMENDORF 16 1
1913,ELMENDORF 16 2
1914,ELMENDORF 16 3
1915,CONVERSE 10 1
1916,CONVERSE 10 2
1917,BRACKETTVILLE 5 1
1918,BRACKETTVILLE 5 2
1919,CONVERSE 11 1
1920,CONVERSE 11 2
1921,KNIPPA 4 1
1922,KNIPPA 4 2
1923,LACKLAND A F B 22 1
1924,LACKLAND A F B 22 2
1925,LACKLAND A F B 22 3
1926,LACKLAND A F B 22 4
1927,ADKINS 9 1
1928,ADKINS 9 2
1929,RIO FRIO 1 1
1930,RIO FRIO 1 2
1931,CONVERSE 12 1
1932,CONVERSE 12 2
1933,LACKLAND A F B 23 1
1934,LACKLAND A F B 23 2
1935,LACKLAND A F B 24 1
1936,LACKLAND A F B 24 2
1937,MABANK 1 1
1938,KAUFMAN 1 1
1939,KAUFMAN 2 1
1940,POWELL 1 1
1941,WAXAHACHIE 1 1
1942,CORSICANA 1 1
1943,PALMER 1 1
1944,BARRY 1 1
1945,DAWSON 1 1
1946,BARRY 2 1
1947,RICHLAND 1 1
1948,SCURRY 1 1
1949,KAUFMAN 3 1
1950,WILMER 1 1
1951,BARDWELL 1 1
1952,ENNIS 1 1
1953,SCURRY 2 1
1954,ENNIS 2 1
1955,KEMP 1 1
1956,BLOOMING GROVE 1 1
1957,ITALY 1 1
1958,BLOOMING GROVE 2 1
1959,RICE 1 1
1960,PURDON 1 1
1961,POWELL 2 1
1962,PURDON 2 1
1963,RICE 2 1
1964,FERRIS 1 1
1965,TEHUACANA 1 1
1966,BARRY 3 1
1967,CORSICANA 2 1
1968,COOLIDGE 1 1
1969,TEHUACANA 2 1
1970,WORTHAM 1 1
1971,BALCH SPRINGS 1 1
1972,BALCH SPRINGS 1 2
1973,BALCH SPRINGS 2 1
1974,BALCH SPRINGS 2 2
1975,WILMER 2 1
1976,WILMER 2 2
1977,SEAGOVILLE 1 1
1978,SEAGOVILLE 1 2
1979,WILMER 3 1
1980,SEAGOVILLE 2 1
1981,BALCH SPRINGS 3 1
1982,DALLAS 1 1
1983,DUNCANVILLE 1 1
1984,DALLAS 2 1
1985,DALLAS 3 1
1986,DALLAS 4 1
1987,DALLAS 5 1
1988,DALLAS 5 2
1989,DALLAS 6 1
1990,DALLAS 6 2
1991,DUNCANVILLE 2 1
1992,DALLAS 7 1
1993,DALLAS 8 1
1994,DUNCANVILLE 3 1
1995,DUNCANVILLE 4 1
1996,DALLAS 9 1
1997,DUNCANVILLE 5 1
1998,DALLAS 10 1
1999,GRAND PRAIRIE 1 1
2000,DALLAS 11 1
2001,DALLAS 12 1
2002,DUNCANVILLE 6 1
2003,DUNCANVILLE 6 2
2004,DUNCANVILLE 7 1
2005,DUNCANVILLE 7 2
