,F_BUS,T_BUS,BR_R,BR_X,BR_B,RATE_A,RATE_B,RATE_C,TAP,SHIFT,BR_STATUS,ANGMIN,ANGMAX,PF,QF,PT,QT,MU_SF,MU_ST,MU_ANGMIN,MU_ANGMAX
1070,110698,110700,0.00464,0.10733,0.0,112.3,112.3,112.3,1,0,1,0,0,-25.6,-0.95,25.63,1.66,0,0,0,0
1071,110698,110714,0.00603,0.01536,0.00059,112.1,112.1,112.1,0,0,1,0,0,13.12,4.05,-13.11,-4.08,0,0,0,0
1072,110699,110700,0.0,0.01,0.0,150.0,150.0,150.0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1073,110702,110701,0.00137,0.0434,0.0,174.9,174.9,174.9,1,0,1,0,0,-55.47,-2.64,55.51,4.0,0,0,0,0
1074,110708,110702,0.00978,0.0245,0.0016,118.2,118.2,118.2,0,0,1,0,0,-8.55,2.88,8.56,-3.02,0,0,0,0
1075,110704,110703,0.00227,0.05352,0.0,314.4,314.4,314.4,1,0,1,0,0,-107.44,-11.3,107.7,17.46,0,0,0,0
1076,110704,110778,0.00459,0.01465,0.0032,122.9,122.9,122.9,0,0,1,0,0,43.64,2.6,-43.55,-2.65,0,0,0,0
1077,110705,110714,0.00897,0.02379,0.00136,118.4,118.4,118.4,0,0,1,0,0,21.03,-0.8,-20.99,0.77,0,0,0,0
1078,110849,110708,0.00828,0.01975,0.00114,106.6,106.6,106.6,0,0,1,0,0,21.3,12.89,-21.25,-12.88,0,0,0,0
1079,110709,110713,0.01167,0.02372,0.00151,130.4,130.4,130.4,0,0,1,0,0,-28.68,-21.61,28.84,21.76,0,0,0,0
1080,110711,110710,0.00226,0.05541,0.0,163.2,163.2,163.2,1,0,1,0,0,-49.64,-53.16,49.76,56.09,0,0,0,0
1081,110710,110793,0.00185,0.0103,0.00348,300.0,300.0,300.0,0,0,1,0,0,-113.34,142.02,113.92,-139.18,0,0,0,0
1082,110713,110712,0.00215,0.06757,0.0,194.1,194.1,194.1,1,0,1,0,0,-89.24,-39.66,89.44,46.02,0,0,0,0
1083,111002,110712,0.00243,0.01164,0.00491,253.6,253.6,253.6,0,0,1,0,0,90.05,-134.95,-89.44,137.35,0,0,0,0
1084,110724,110715,0.02673,0.05414,0.0094,135.2,135.2,135.2,0,0,1,0,0,-46.39,27.04,47.14,-26.53,0,0,0,0
1085,110716,110717,0.02065,0.06297,0.00367,108.4,108.4,108.4,0,0,1,0,0,-28.56,6.81,28.73,-6.64,0,0,0,0
1086,110721,110716,0.03315,0.05877,0.00212,105.4,105.4,105.4,0,0,1,0,0,-25.31,7.31,25.55,-7.11,0,0,0,0
1087,110723,110717,0.03458,0.08208,0.0051,119.6,119.6,119.6,0,0,1,0,0,25.25,1.13,-25.03,-1.14,0,0,0,0
1088,110717,110726,0.011,0.02989,0.001,112.0,112.0,112.0,0,0,1,0,0,-15.9,3.8,15.93,-3.82,0,0,0,0
1089,110720,110718,0.04209,0.10034,0.00447,103.3,103.3,103.3,0,0,1,0,0,3.53,2.64,-3.52,-3.08,0,0,0,0
1090,110718,110722,0.03648,0.10331,0.00422,90.1,90.1,90.1,0,0,1,0,0,10.93,2.68,-10.88,-2.98,0,0,0,0
1091,110718,110723,0.02281,0.04638,0.00467,112.6,112.6,112.6,0,0,1,0,0,-10.35,0.02,10.37,-0.45,0,0,0,0
1092,110720,110719,0.00088,0.02585,0.0,161.4,161.4,161.4,1,0,1,0,0,-52.23,5.33,52.25,-4.64,0,0,0,0
1093,110725,110719,0.01086,0.06099,0.00967,262.7,262.7,262.7,0,0,1,0,0,72.58,-16.79,-71.99,19.09,0,0,0,0
1094,110719,111135,0.0069,0.04141,0.03343,314.2,314.2,314.2,0,0,1,0,0,119.86,-8.3,-118.89,10.67,0,0,0,0
1095,110719,111135,0.0069,0.04141,0.03343,314.2,314.2,314.2,0,0,1,0,0,119.86,-8.3,-118.89,10.67,0,0,0,0
1096,111143,110719,0.00431,0.02852,0.01804,271.1,271.1,271.1,0,0,1,0,0,13.1,15.7,-13.08,-17.44,0,0,0,0
1097,110719,111385,0.01712,0.10938,0.03756,273.7,273.7,273.7,0,0,1,0,0,-40.63,-5.96,40.91,3.82,0,0,0,0
1098,111128,110720,0.02685,0.07938,0.00172,146.5,146.5,146.5,0,0,1,0,0,-38.09,12.27,38.5,-11.21,0,0,0,0
1099,110722,110726,0.01055,0.02391,0.00101,70.0,70.0,70.0,0,0,1,0,0,-0.42,-0.48,0.42,0.38,0,0,0,0
1100,110725,110728,0.00258,0.07311,0.0,168.5,168.5,168.5,1,0,1,0,0,31.28,2.93,-31.26,-2.22,0,0,0,0
1101,110726,110728,0.00708,0.15596,0.0,111.2,111.2,111.2,1,0,1,0,0,-31.19,-0.72,31.26,2.22,0,0,0,0
1102,110727,110728,0.0,0.01,0.0,125.0,125.0,125.0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1103,110730,110729,0.00107,0.02933,0.0,155.1,155.1,155.1,1,0,1,0,0,-16.97,-0.02,16.97,0.1,0,0,0,0
1104,110735,110729,0.00682,0.03348,0.00923,280.3,280.3,280.3,0,0,1,0,0,-73.61,19.91,73.99,-18.98,0,0,0,0
1105,110737,110729,0.0026,0.01685,0.00966,287.2,287.2,287.2,0,0,1,0,0,58.51,-24.99,-58.41,24.66,0,0,0,0
1106,110729,110937,0.00342,0.02447,0.04557,312.5,312.5,312.5,0,0,1,0,0,150.21,-23.21,-149.45,23.94,0,0,0,0
1107,110729,111140,0.00567,0.03564,0.01342,291.6,291.6,291.6,0,0,1,0,0,41.27,-17.34,-41.16,16.63,0,0,0,0
1108,110729,111259,0.00839,0.05075,0.01834,299.2,299.2,299.2,0,0,1,0,0,-128.45,11.91,129.8,-5.63,0,0,0,0
1109,110730,110734,0.0368,0.10864,0.00559,111.7,111.7,111.7,0,0,1,0,0,15.39,-0.2,-15.3,-0.12,0,0,0,0
1110,110739,110731,0.01344,0.03125,0.01773,131.6,131.6,131.6,0,0,1,0,0,27.96,-16.51,-27.83,14.96,0,0,0,0
1111,110731,111141,0.01848,0.04504,0.0016,104.7,104.7,104.7,0,0,1,0,0,-8.6,0.48,8.61,-0.61,0,0,0,0
1112,110734,110732,0.02268,0.06473,0.00177,107.7,107.7,107.7,0,0,1,0,0,11.69,-0.63,-11.66,0.54,0,0,0,0
1113,110732,110740,0.01279,0.03229,0.00061,116.3,116.3,116.3,0,0,1,0,0,0.56,-4.08,-0.56,4.02,0,0,0,0
1114,110740,110733,0.02114,0.05829,0.00127,119.0,119.0,119.0,0,0,1,0,0,17.9,-7.6,-17.82,7.69,0,0,0,0
1115,110733,110950,0.01634,0.04437,0.00207,106.3,106.3,106.3,0,0,1,0,0,4.31,-2.38,-4.3,2.18,0,0,0,0
1116,110736,110735,0.00154,0.05009,0.0,184.9,184.9,184.9,1,0,1,0,0,-49.01,15.22,49.05,-13.96,0,0,0,0
1117,110947,110735,0.00536,0.02222,0.011,257.0,257.0,257.0,0,0,1,0,0,-24.52,4.95,24.56,-5.95,0,0,0,0
1118,110738,110737,0.00193,0.06737,0.0,157.7,157.7,157.7,1,0,1,0,0,-27.08,2.69,27.09,-2.2,0,0,0,0
1119,110737,111259,0.00734,0.03586,0.01582,302.1,302.1,302.1,0,0,1,0,0,-152.8,9.5,154.48,-2.95,0,0,0,0
1120,110738,110741,0.01706,0.04804,0.00263,124.5,124.5,124.5,0,0,1,0,0,25.8,-2.84,-25.69,2.88,0,0,0,0
1121,110741,110740,0.01983,0.04621,0.00433,117.6,117.6,117.6,0,0,1,0,0,18.99,-3.33,-18.91,3.06,0,0,0,0
1122,110743,110742,0.00037,0.02055,0.0,650.0,650.0,650.0,1,0,1,0,0,-494.43,-28.0,495.31,76.54,0,0,0,0
1123,110743,110742,0.00037,0.02055,0.0,650.0,650.0,650.0,1,0,1,0,0,-494.43,-28.0,495.31,76.54,0,0,0,0
1124,111067,110742,0.00036,0.00435,0.08849,1200.8,1200.8,1200.8,0,0,1,0,0,-26.57,5.89,26.57,-15.26,0,0,0,0
1125,110742,111269,0.00073,0.00835,0.17919,1222.7,1222.7,1222.7,0,0,1,0,0,-425.13,-37.34,426.37,32.43,0,0,0,0
1126,110742,111310,0.00105,0.01125,0.16624,1133.3,1133.3,1133.3,0,0,1,0,0,-259.27,-34.58,259.94,23.98,0,0,0,0
1127,111323,110742,0.00072,0.00954,0.30153,1147.2,1147.2,1147.2,0,0,1,0,0,333.55,43.76,-332.78,-65.9,0,0,0,0
1128,110744,110743,0.00173,0.05029,0.0,314.0,314.0,314.0,1,0,1,0,0,-112.53,5.49,112.74,0.67,0,0,0,0
1129,110743,110753,0.00456,0.0253,0.00867,307.2,307.2,307.2,0,0,1,0,0,171.46,6.86,-170.17,-0.57,0,0,0,0
1130,110757,110743,0.00556,0.02074,0.00831,292.7,292.7,292.7,0,0,1,0,0,-174.77,5.83,176.44,-0.47,0,0,0,0
1131,110743,111072,0.00231,0.01249,0.00797,307.9,307.9,307.9,0,0,1,0,0,175.35,23.27,-174.65,-20.33,0,0,0,0
1132,110744,110760,0.00609,0.01502,0.00031,159.0,159.0,159.0,0,0,1,0,0,61.94,-3.9,-61.71,4.43,0,0,0,0
1133,110745,110748,0.00333,0.08744,0.0,168.1,168.1,168.1,1,0,1,0,0,8.72,-5.16,-8.72,5.25,0,0,0,0
1134,110762,110745,0.00203,0.01311,0.00322,227.1,227.1,227.1,0,0,1,0,0,79.67,30.86,-79.52,-30.24,0,0,0,0
1135,110746,110748,0.00552,0.09818,0.0,110.8,110.8,110.8,1,0,1,0,0,-8.71,5.35,8.72,-5.25,0,0,0,0
1136,110746,110751,0.00941,0.03125,0.00428,112.6,112.6,112.6,0,0,1,0,0,-22.49,-6.78,22.54,6.51,0,0,0,0
1137,110747,110748,0.0,0.01,0.0,125.0,125.0,125.0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1138,110763,110749,0.00873,0.02006,0.00222,133.6,133.6,133.6,0,0,1,0,0,18.95,9.94,-18.91,-10.08,0,0,0,0
1139,110749,110764,0.00717,0.01663,0.00248,136.6,136.6,136.6,0,0,1,0,0,-14.49,29.57,14.56,-29.65,0,0,0,0
1140,110751,110750,0.00188,0.05827,0.0,246.9,246.9,246.9,1,0,1,0,0,-76.3,5.28,76.41,-1.97,0,0,0,0
1141,110750,110757,0.00241,0.01238,0.00375,301.1,301.1,301.1,0,0,1,0,0,4.56,28.42,-4.54,-28.71,0,0,0,0
1142,110750,110866,0.00317,0.01708,0.01277,316.3,316.3,316.3,0,0,1,0,0,-80.97,-26.46,81.19,26.34,0,0,0,0
1143,110765,110751,0.02354,0.06097,0.00157,115.7,115.7,115.7,0,0,1,0,0,-13.68,12.74,13.76,-12.69,0,0,0,0
1144,110752,110761,0.02231,0.0463,0.00153,89.7,89.7,89.7,0,0,1,0,0,-0.05,-33.48,0.28,33.8,0,0,0,0
1145,110765,110752,0.02745,0.07636,0.00196,101.7,101.7,101.7,0,0,1,0,0,-0.04,-17.31,0.12,17.32,0,0,0,0
1146,110872,110752,0.05418,0.16911,0.00315,102.4,102.4,102.4,0,0,1,0,0,12.12,-12.21,-11.97,12.36,0,0,0,0
1147,110754,110753,0.00184,0.05541,0.0,211.9,211.9,211.9,1,0,1,0,0,-69.95,4.71,70.04,-2.04,0,0,0,0
1148,110753,110757,0.00362,0.02099,0.0093,271.3,271.3,271.3,0,0,1,0,0,-29.22,6.48,29.25,-7.24,0,0,0,0
1149,110753,110762,0.00242,0.01251,0.00408,275.0,275.0,275.0,0,0,1,0,0,141.13,2.66,-140.66,-0.63,0,0,0,0
1150,110753,111072,0.00675,0.02761,0.00849,271.5,271.5,271.5,0,0,1,0,0,-75.27,11.69,75.66,-10.98,0,0,0,0
1151,110759,110754,0.00825,0.02319,0.00163,107.3,107.3,107.3,0,0,1,0,0,-2.14,-10.93,2.15,10.79,0,0,0,0
1152,110754,110764,0.00206,0.00584,0.00461,154.0,154.0,154.0,0,0,1,0,0,41.91,-22.2,-41.86,21.85,0,0,0,0
1153,110755,110756,0.01493,0.03405,0.00125,124.5,124.5,124.5,0,0,1,0,0,-19.38,0.83,19.43,-0.83,0,0,0,0
1154,110758,110755,0.00737,0.01815,0.00131,129.3,129.3,129.3,0,0,1,0,0,31.43,-1.36,-31.35,1.4,0,0,0,0
1155,110758,110756,0.01321,0.0334,0.00238,109.6,109.6,109.6,0,0,1,0,0,-2.97,-0.6,2.97,0.36,0,0,0,0
1156,110867,110756,0.01893,0.04212,0.00135,149.6,149.6,149.6,0,0,1,0,0,31.89,1.84,-31.71,-1.56,0,0,0,0
1157,110758,110757,0.00127,0.04327,0.0,230.7,230.7,230.7,1,0,1,0,0,-77.48,-2.75,77.55,5.31,0,0,0,0
1158,110759,110758,0.02309,0.06302,0.00136,127.9,127.9,127.9,0,0,1,0,0,-15.06,7.13,15.13,-7.09,0,0,0,0
1159,110761,110763,0.01705,0.04374,0.00329,97.3,97.3,97.3,0,0,1,0,0,-13.48,72.11,14.33,-70.3,0,0,0,0
1160,110763,110762,0.00136,0.04167,0.0,219.7,219.7,219.7,1,0,1,0,0,-60.93,32.14,61.0,-30.23,0,0,0,0
1161,110871,110765,0.03033,0.08931,0.00184,91.7,91.7,91.7,0,0,1,0,0,-0.42,-3.33,0.42,3.15,0,0,0,0
1162,110766,110768,0.07728,0.15641,0.00437,130.6,130.6,130.6,0,0,1,0,0,-17.08,4.98,17.32,-4.95,0,0,0,0
1163,110766,111027,0.02498,0.07262,0.0075,112.2,112.2,112.2,0,0,1,0,0,9.01,0.13,-8.99,-0.85,0,0,0,0
1164,111127,110766,0.04386,0.1053,0.00682,88.2,88.2,88.2,0,0,1,0,0,-5.79,5.22,5.81,-5.86,0,0,0,0
1165,110768,110767,0.00161,0.05151,0.0,122.6,122.6,122.6,1,0,1,0,0,-26.92,2.77,26.93,-2.41,0,0,0,0
1166,110897,110767,0.00532,0.03173,0.04554,251.6,251.6,251.6,0,0,1,0,0,26.97,-6.93,-26.93,2.41,0,0,0,0
1167,110794,110769,0.00317,0.00648,0.00036,126.2,126.2,126.2,0,0,1,0,0,23.05,-2.48,-23.04,2.47,0,0,0,0
1168,110795,110769,0.0055,0.01416,0.00039,118.6,118.6,118.6,0,0,1,0,0,-15.72,4.81,15.74,-4.81,0,0,0,0
1169,110770,110780,0.00866,0.02303,0.00517,131.0,131.0,131.0,0,0,1,0,0,-31.02,39.74,31.24,-39.69,0,0,0,0
1170,110770,110791,0.00496,0.01206,0.00028,127.3,127.3,127.3,0,0,1,0,0,-0.64,-64.22,0.84,64.67,0,0,0,0
1171,110770,110798,0.01639,0.04262,0.00158,119.4,119.4,119.4,0,0,1,0,0,5.16,16.99,-5.11,-17.01,0,0,0,0
1172,110771,110777,0.00606,0.01749,0.0009,111.2,111.2,111.2,0,0,1,0,0,-4.22,-5.3,4.22,5.22,0,0,0,0
1173,111377,110771,0.00267,0.00754,0.00206,132.8,132.8,132.8,0,0,1,0,0,38.03,14.53,-37.98,-14.6,0,0,0,0
1174,110772,110775,0.00132,0.03611,0.0,167.7,167.7,167.7,1,0,1,0,0,15.81,5.72,-15.81,-5.62,0,0,0,0
1175,110772,110793,0.001,0.00485,0.02169,299.9,299.9,299.9,0,0,1,0,0,120.2,-73.98,-120.0,72.67,0,0,0,0
1176,110773,110775,0.00838,0.14736,0.0,106.7,106.7,106.7,1,0,1,0,0,-15.78,-5.22,15.81,5.62,0,0,0,0
1177,110773,110785,0.00984,0.02426,0.00562,111.6,111.6,111.6,0,0,1,0,0,22.54,-36.61,-22.36,36.48,0,0,0,0
1178,110773,110888,0.01333,0.03143,0.0117,132.3,132.3,132.3,0,0,1,0,0,-34.58,20.46,34.79,-21.13,0,0,0,0
1179,110774,110775,0.0,0.01,0.0,150.0,150.0,150.0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1180,110776,110782,0.01964,0.0464,0.00381,134.9,134.9,134.9,0,0,1,0,0,-51.5,56.12,52.57,-53.99,0,0,0,0
1181,110776,110786,0.028,0.07196,0.00509,101.9,101.9,101.9,0,0,1,0,0,-6.94,32.08,7.22,-31.88,0,0,0,0
1182,110791,110776,0.00587,0.01571,0.00163,200.0,200.0,200.0,0,0,1,0,0,-13.81,-95.92,14.34,97.17,0,0,0,0
1183,111255,110777,0.00631,0.01497,0.00044,132.6,132.6,132.6,0,0,1,0,0,37.92,11.51,-37.82,-11.32,0,0,0,0
1184,110798,110778,0.00951,0.02084,0.00076,128.9,128.9,128.9,0,0,1,0,0,-30.95,5.43,31.04,-5.3,0,0,0,0
1185,110800,110778,0.01049,0.03073,0.0004,129.6,129.6,129.6,0,0,1,0,0,23.65,-1.92,-23.59,2.05,0,0,0,0
1186,110786,110779,0.00689,0.01889,0.00046,127.0,127.0,127.0,0,0,1,0,0,42.06,17.63,-41.92,-17.29,0,0,0,0
1187,110787,110779,0.00531,0.01183,0.00165,118.6,118.6,118.6,0,0,1,0,0,-29.17,-14.93,29.22,14.88,0,0,0,0
1188,110780,110802,0.0081,0.01579,0.00137,147.5,147.5,147.5,0,0,1,0,0,-80.24,28.39,80.82,-27.39,0,0,0,0
1189,110782,110781,0.0018,0.04993,0.0,284.0,284.0,284.0,1,0,1,0,0,-106.85,2.46,107.04,3.03,0,0,0,0
1190,110801,110781,0.00245,0.01286,0.006,311.6,311.6,311.6,0,0,1,0,0,-121.0,-11.02,121.35,12.24,0,0,0,0
1191,110781,111379,0.00218,0.00944,0.02121,335.7,335.7,335.7,0,0,1,0,0,-114.2,-7.63,114.47,6.6,0,0,0,0
1192,110781,111379,0.00218,0.00944,0.02121,335.7,335.7,335.7,0,0,1,0,0,-114.2,-7.63,114.47,6.6,0,0,0,0
1193,110783,110782,0.00941,0.01427,0.00199,121.5,121.5,121.5,0,0,1,0,0,-1.81,-13.62,1.83,13.44,0,0,0,0
1194,110785,110782,0.00865,0.02707,0.00086,104.7,104.7,104.7,0,0,1,0,0,-6.59,-26.29,6.65,26.4,0,0,0,0
1195,110890,110783,0.01543,0.04113,0.00149,105.1,105.1,105.1,0,0,1,0,0,21.43,8.14,-21.36,-8.09,0,0,0,0
1196,110784,110792,0.03689,0.06153,0.00349,143.9,143.9,143.9,0,0,1,0,0,20.37,25.31,-20.01,-25.08,0,0,0,0
1197,110784,110795,0.0253,0.07607,0.00266,131.5,131.5,131.5,0,0,1,0,0,17.83,25.51,-17.6,-25.11,0,0,0,0
1198,110784,110804,0.01157,0.02765,0.00124,144.5,144.5,144.5,0,0,1,0,0,-7.69,94.43,8.65,-92.27,0,0,0,0
1199,110784,110878,0.01182,0.02593,0.0067,147.8,147.8,147.8,0,0,1,0,0,-63.91,79.68,65.06,-77.89,0,0,0,0
1200,110785,110804,0.01091,0.03086,0.00353,89.7,89.7,89.7,0,0,1,0,0,7.15,-17.98,-7.11,17.73,0,0,0,0
1201,111277,110786,0.00423,0.01027,0.00076,132.4,132.4,132.4,0,0,1,0,0,60.14,-12.3,-59.99,12.6,0,0,0,0
1202,110789,110788,0.00182,0.05375,0.0,251.2,251.2,251.2,1,0,1,0,0,-111.66,-24.09,111.9,31.08,0,0,0,0
1203,110788,110793,0.00055,0.00412,0.00874,354.4,354.4,354.4,0,0,1,0,0,128.62,-22.38,-128.53,22.14,0,0,0,0
1204,110788,110793,0.00055,0.00412,0.00874,354.4,354.4,354.4,0,0,1,0,0,128.62,-22.38,-128.53,22.14,0,0,0,0
1205,110801,110788,0.0015,0.00984,0.0039,287.0,287.0,287.0,0,0,1,0,0,2.26,-18.32,-2.25,17.95,0,0,0,0
1206,110788,111379,0.00298,0.01444,0.03327,360.4,360.4,360.4,0,0,1,0,0,-183.44,-2.14,184.41,3.35,0,0,0,0
1207,110788,111379,0.00298,0.01444,0.03327,360.4,360.4,360.4,0,0,1,0,0,-183.44,-2.14,184.41,3.35,0,0,0,0
1208,110789,110798,0.01055,0.02624,0.0012,136.5,136.5,136.5,0,0,1,0,0,11.86,-8.41,-11.84,8.34,0,0,0,0
1209,110791,110790,0.00224,0.07071,0.0,196.4,196.4,196.4,1,0,1,0,0,-81.03,5.64,81.17,-1.15,0,0,0,0
1210,110793,110790,0.0011,0.00684,0.00453,256.9,256.9,256.9,0,0,1,0,0,81.24,-1.18,-81.17,1.15,0,0,0,0
1211,110792,110794,0.00028,0.00074,0.0003,124.1,124.1,124.1,0,0,1,0,0,-22.29,12.58,22.3,-12.6,0,0,0,0
1212,110794,110793,0.00147,0.04315,0.0,322.0,322.0,322.0,1,0,1,0,0,-118.89,5.49,119.09,0.4,0,0,0,0
1213,110797,110796,0.00169,0.05285,0.0,267.3,267.3,267.3,1,0,1,0,0,-100.26,-15.81,100.44,21.16,0,0,0,0
1214,111113,110796,0.00153,0.00943,0.0037,266.0,266.0,266.0,0,0,1,0,0,-8.13,14.42,8.14,-14.78,0,0,0,0
1215,110796,111311,0.00399,0.0218,0.02117,283.9,283.9,283.9,0,0,1,0,0,-108.57,-6.37,109.03,6.63,0,0,0,0
1216,110802,110797,0.0058,0.01548,0.00296,132.3,132.3,132.3,0,0,1,0,0,-44.75,-3.11,44.86,3.11,0,0,0,0
1217,110800,110799,0.00191,0.05528,0.0,288.6,288.6,288.6,1,0,1,0,0,-115.48,-10.4,115.73,17.73,0,0,0,0
1218,110802,110801,0.00123,0.03322,0.0,302.2,302.2,302.2,1,0,1,0,0,-118.57,-24.54,118.75,29.34,0,0,0,0
1219,110802,111255,0.01198,0.03094,0.00727,124.6,124.6,124.6,0,0,1,0,0,30.6,32.53,-30.36,-32.64,0,0,0,0
1220,110804,110803,0.00179,0.05584,0.0,207.2,207.2,207.2,1,0,1,0,0,-89.64,8.66,89.78,-4.28,0,0,0,0
1221,110804,111107,0.02912,0.08129,0.00267,151.3,151.3,151.3,0,0,1,0,0,-1.42,11.83,1.46,-11.99,0,0,0,0
1222,110804,111111,0.04723,0.13293,0.00342,89.3,89.3,89.3,0,0,1,0,0,0.93,4.27,-0.92,-4.59,0,0,0,0
1223,110804,111115,0.01544,0.02794,0.00612,117.3,117.3,117.3,0,0,1,0,0,30.49,33.44,-30.18,-33.5,0,0,0,0
1224,110804,111263,0.03719,0.10469,0.004,93.0,93.0,93.0,0,0,1,0,0,-0.69,1.73,0.69,-2.14,0,0,0,0
1225,110821,110805,0.00929,0.02236,0.00123,129.0,129.0,129.0,0,0,1,0,0,2.24,-34.29,-2.14,34.4,0,0,0,0
1226,110822,110805,0.01138,0.029,0.00077,129.7,129.7,129.7,0,0,1,0,0,12.83,-22.68,-12.76,22.78,0,0,0,0
1227,110815,110806,0.00758,0.02216,0.00099,153.7,153.7,153.7,0,0,1,0,0,62.35,-30.76,-62.0,31.66,0,0,0,0
1228,110808,110807,0.00176,0.04753,0.0,255.3,255.3,255.3,1,0,1,0,0,-106.12,11.78,106.31,-6.71,0,0,0,0
1229,110807,110818,0.00321,0.01923,0.01201,286.6,286.6,286.6,0,0,1,0,0,56.8,-9.95,-56.7,9.27,0,0,0,0
1230,110808,110811,0.00928,0.02361,0.00107,164.0,164.0,164.0,0,0,1,0,0,73.13,-35.09,-72.56,36.42,0,0,0,0
1231,110814,110808,0.01155,0.02771,0.00264,130.9,130.9,130.9,0,0,1,0,0,23.52,-18.74,-23.42,18.7,0,0,0,0
1232,110808,110815,0.01296,0.03198,0.00074,132.0,132.0,132.0,0,0,1,0,0,30.81,-3.69,-30.7,3.9,0,0,0,0
1233,110809,110810,0.00889,0.02118,0.00133,137.9,137.9,137.9,0,0,1,0,0,-11.63,41.9,11.78,-41.68,0,0,0,0
1234,110809,110811,0.00578,0.01979,0.00066,118.8,118.8,118.8,0,0,1,0,0,-8.27,59.21,8.46,-58.64,0,0,0,0
1235,110810,110816,0.01413,0.04042,0.0016,130.3,130.3,130.3,0,0,1,0,0,-26.04,21.94,26.2,-21.67,0,0,0,0
1236,110810,110819,0.00693,0.0195,0.0024,116.5,116.5,116.5,0,0,1,0,0,-4.94,19.06,4.96,-19.25,0,0,0,0
1237,110813,110811,0.00971,0.03256,0.00158,143.2,143.2,143.2,0,0,1,0,0,-43.1,-15.73,43.3,16.21,0,0,0,0
1238,110812,110819,0.01394,0.02696,0.00118,158.1,158.1,158.1,0,0,1,0,0,-21.88,-13.19,21.97,13.23,0,0,0,0
1239,110814,110816,0.0119,0.03256,0.00341,138.9,138.9,138.9,0,0,1,0,0,36.9,-20.74,-36.7,20.92,0,0,0,0
1240,110819,110817,0.00893,0.02326,0.00094,143.2,143.2,143.2,0,0,1,0,0,40.97,7.55,-40.83,-7.28,0,0,0,0
1241,110819,110818,0.00167,0.04882,0.0,303.9,303.9,303.9,1,0,1,0,0,-115.3,15.55,115.51,-9.38,0,0,0,0
1242,110822,110819,0.00733,0.01724,0.00125,138.8,138.8,138.8,0,0,1,0,0,-23.93,19.44,23.99,-19.42,0,0,0,0
1243,110821,110820,0.00943,0.02827,0.00063,141.6,141.6,141.6,0,0,1,0,0,-17.14,32.41,17.26,-32.12,0,0,0,0
1244,110820,110952,0.01232,0.03505,0.00155,159.7,159.7,159.7,0,0,1,0,0,-39.56,30.84,39.86,-30.16,0,0,0,0
1245,110833,110823,0.00868,0.01825,0.00163,148.0,148.0,148.0,0,0,1,0,0,66.89,-11.78,-66.5,12.43,0,0,0,0
1246,110823,110848,0.00342,0.00915,0.00118,126.1,126.1,126.1,0,0,1,0,0,38.4,-17.33,-38.34,17.37,0,0,0,0
1247,110824,110827,0.00177,0.05343,0.0,166.5,166.5,166.5,1,0,1,0,0,24.66,-4.68,-24.64,5.02,0,0,0,0
1248,111051,110824,0.00121,0.00784,0.00685,311.7,311.7,311.7,0,0,1,0,0,132.16,-20.89,-131.95,21.59,0,0,0,0
1249,110825,110827,0.00529,0.11466,0.0,106.5,106.5,106.5,1,0,1,0,0,-24.61,5.74,24.64,-5.02,0,0,0,0
1250,110850,110825,0.00836,0.01933,0.0007,111.8,111.8,111.8,0,0,1,0,0,-4.02,33.28,4.12,-33.14,0,0,0,0
1251,110826,110827,0.0,0.01,0.0,25.0,25.0,25.0,1,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1252,110829,110828,0.00198,0.04949,0.0,179.9,179.9,179.9,1,0,1,0,0,-28.92,20.63,28.94,-20.01,0,0,0,0
1253,111053,110828,0.00253,0.01943,0.00564,255.6,255.6,255.6,0,0,1,0,0,91.97,20.05,-91.74,-18.89,0,0,0,0
1254,110829,110843,0.00428,0.01143,0.00095,139.5,139.5,139.5,0,0,1,0,0,-20.98,10.37,21.0,-10.4,0,0,0,0
1255,110844,110829,0.00684,0.01803,0.0008,116.5,116.5,116.5,0,0,1,0,0,-2.95,-27.49,3.0,27.54,0,0,0,0
1256,110829,110845,0.017,0.03882,0.00162,111.4,111.4,111.4,0,0,1,0,0,24.8,-64.24,-24.0,65.9,0,0,0,0
1257,110831,110830,0.00219,0.07603,0.0,204.8,204.8,204.8,1,0,1,0,0,-73.3,-10.87,73.42,14.98,0,0,0,0
1258,110830,111045,0.00154,0.00978,0.00895,262.2,262.2,262.2,0,0,1,0,0,-73.42,-14.98,73.5,14.58,0,0,0,0
1259,110831,110842,0.00523,0.01373,0.00231,133.8,133.8,133.8,0,0,1,0,0,36.53,7.99,-36.46,-8.03,0,0,0,0
1260,110831,110847,0.03616,0.07089,0.00401,118.8,118.8,118.8,0,0,1,0,0,30.28,7.61,-29.93,-7.32,0,0,0,0
1261,110831,111041,0.02758,0.07259,0.00432,125.4,125.4,125.4,0,0,1,0,0,5.54,4.83,-5.53,-5.23,0,0,0,0
1262,110855,110832,0.0031,0.00995,0.0015,124.6,124.6,124.6,0,0,1,0,0,17.11,29.96,-17.08,-30.0,0,0,0,0
