bus_name,BUS_I,BUS_TYPE,PD,QD,GS,BS,BUS_AREA,VM,VA,BASE_KV,ZONE,VMAX,VMIN,LAM_P,LAM_Q,MU_VMAX,MU_VMIN
CASTROVILLE 1 1,120030,1,3.98,1.2,0,0.0,6,1.0449967,9.602634,138.0,1,1.1,0.9,27.43,0.0,0,0
RIO MEDINA 2 1,120031,1,0.0,0.0,0,0.0,6,1.0330157,10.002361,345.0,1,1.1,0.9,27.43,0.0,0,0
RIO MEDINA 2 2,120032,1,2.18,0.3,0,0.0,6,1.0252024,5.587545,138.0,1,1.1,0.9,27.43,0.0,0,0
DEVINE 1 1,120033,1,1.65,0.3,0,0.0,6,1.0444333,9.696641,138.0,1,1.1,0.9,27.43,0.0,0,0
DEVINE 2 1,120034,1,5.4,0.22,0,0.0,6,1.0449235,9.719111,138.0,1,1.1,0.9,27.43,0.0,0,0
DEVINE 3 1,120035,1,1.88,0.6,0,0.0,6,1.0420051,9.610375,138.0,1,1.1,0.9,27.43,0.0,0,0
SOMERSET 1 1,120036,1,9.6,3.09,0,0.0,4,1.0359527,8.382603,138.0,1,1.1,0.9,27.44,0.0,0,0
NATALIA 1 1,120037,1,3.98,1.13,0,0.0,6,1.0388078,9.412209,138.0,1,1.1,0.9,27.44,0.0,0,0
MOORE 1 1,120038,1,2.49,0.53,0,0.0,6,1.038743,9.536973,138.0,1,1.1,0.9,27.43,0.0,0,0
YANCEY 3 1,120039,1,0.77,0.08,0,0.0,6,1.0452365,10.760452,138.0,1,1.1,0.9,27.43,0.0,0,0
MOORE 2 1,120040,1,0.96,0.3,0,0.0,4,1.0404055,10.771822,138.0,1,1.1,0.9,27.43,0.0,0,0
POTEET 1 1,120041,1,1.95,0.6,0,0.0,4,1.0381665,9.010897,138.0,1,1.1,0.9,27.44,0.0,0,0
POTEET 2 1,120042,1,4.7,1.43,0,0.0,4,1.0376682,8.8784,138.0,1,1.1,0.9,27.44,0.0,0,0
LEMING 2 1,120043,1,3.69,0.6,0,0.0,6,1.0351505,8.64325,138.0,1,1.1,0.9,27.44,0.0,0,0
POTEET 3 1,120044,1,1.8,0.53,0,0.0,4,1.0370931,13.010725,138.0,1,1.1,0.9,27.44,0.0,0,0
LEMING 3 1,120045,1,2.71,0.38,0,0.0,6,1.0432836,11.09511,138.0,1,1.1,0.9,27.44,0.0,0,0
BATESVILLE 2 1,120046,1,0.17,0.04,0,0.0,4,1.0477481,11.759438,138.0,1,1.1,0.9,27.43,0.0,0,0
PEARSALL 2 1,120047,1,0.95,0.3,0,0.0,4,1.0434419,11.749827,138.0,1,1.1,0.9,27.44,0.0,0,0
PEARSALL 3 1,120048,1,0.78,0.22,0,0.0,4,1.044073,11.975348,138.0,1,1.1,0.9,27.44,0.0,0,0
DILLEY 1 1,120049,1,1.43,0.45,0,0.0,4,1.0454089,12.296642,138.0,1,1.1,0.9,27.44,0.0,0,0
DILLEY 2 1,120050,1,0.48,0.11,0,0.0,4,1.0447779,12.332586,138.0,1,1.1,0.9,27.44,0.0,0,0
DILLEY 3 1,120051,1,0.83,0.15,0,0.0,4,1.0451215,12.53436,138.0,1,1.1,0.9,27.44,0.0,0,0
CHARLOTTE 1 1,120052,1,0.53,0.16,0,0.0,4,1.0450158,13.803426,138.0,1,1.1,0.9,27.44,0.0,0,0
CHRISTINE 1 1,120053,1,1.88,0.15,0,0.0,4,1.0377493,13.722656,138.0,1,1.1,0.9,27.44,0.0,0,0
JOURDANTON 2 1,120054,1,0.88,0.3,0,0.0,4,1.0445442,14.43725,138.0,1,1.1,0.9,27.44,0.0,0,0
CHRISTINE 2 1,120055,1,0.25,0.08,0,0.0,4,1.0449938,17.18045,138.0,1,1.1,0.9,27.44,0.0,0,0
PLEASANTON 2 1,120056,1,3.61,1.2,0,0.0,4,1.0420551,10.745148,138.0,1,1.1,0.9,27.44,0.0,0,0
CAMPBELLTON 1 1,120057,1,1.73,0.45,0,11.68,6,1.0433289,9.394671,138.0,1,1.1,0.9,27.44,0.0,0,0
BIGFOOT 1 1,120058,1,1.88,0.45,0,0.0,4,1.0386593,9.240196,138.0,1,1.1,0.9,27.44,0.0,0,0
LYTLE 1 1,120059,1,0.07,0.03,0,0.0,4,1.038991,9.522521,138.0,1,1.1,0.9,27.44,0.0,0,0
CHARLOTTE 2 1,120060,1,0.28,0.06,0,0.0,4,1.0453521,13.016226,138.0,1,1.1,0.9,27.44,0.0,0,0
PLEASANTON 3 1,120061,1,1.14,0.22,0,0.0,4,1.042535,9.307845,138.0,1,1.1,0.9,27.44,0.0,0,0
CHARLOTTE 3 1,120062,1,0.26,0.06,0,0.0,4,1.0428278,17.398142,138.0,1,1.1,0.9,27.45,0.0,0,0
WHITSETT 1 1,120063,1,0.26,0.07,0,0.0,4,1.042595,17.916304,138.0,1,1.1,0.9,27.45,0.0,0,0
D HANIS 2 1,120064,1,0.76,0.15,0,0.0,6,1.0440014,8.763505,138.0,1,1.1,0.9,27.43,0.0,0,0
CHRISTINE 3 1,120065,1,1.34,0.38,0,0.0,4,1.0424152,17.853459,138.0,1,1.1,0.9,27.45,0.0,0,0
LYTLE 2 1,120066,1,3.16,0.22,0,0.0,4,1.0276807,6.168593,138.0,1,1.1,0.9,27.43,0.0,0,0
PEARSALL 4 1,120067,1,0.18,0.06,0,0.0,4,1.0421489,11.707256,138.0,1,1.1,0.9,27.44,0.0,0,0
BATESVILLE 3 1,120068,1,1.34,0.28,0,0.0,4,1.048229,10.976331,138.0,1,1.1,0.9,27.43,0.0,0,0
HONDO 4 1,120069,1,3.01,0.3,0,0.0,6,1.0444495,9.260012,138.0,1,1.1,0.9,27.43,0.0,0,0
HONDO 5 1,120070,1,0.69,0.2,0,0.0,6,1.0446178,7.789126,138.0,1,1.1,0.9,27.43,0.0,0,0
DILLEY 4 1,120071,1,0.34,0.1,0,0.0,4,1.0469611,12.350305,138.0,1,1.1,0.9,27.43,0.0,0,0
YANCEY 4 1,120072,1,0.21,0.07,0,0.0,6,1.0488562,9.304842,138.0,1,1.1,0.9,27.43,0.0,0,0
BIGFOOT 2 1,120073,1,0.93,0.3,0,0.0,4,1.0416543,11.246598,138.0,1,1.1,0.9,27.43,0.0,0,0
KENDALIA 1 1,120074,1,2.71,0.45,0,0.0,6,1.0295514,1.260394,138.0,1,1.1,0.9,27.43,0.0,0,0
DOSS 1 1,120075,1,1.88,0.68,0,0.0,3,1.0361421,2.789445,138.0,1,1.1,0.9,27.42,0.0,0,0
WILLOW CITY 1 1,120076,1,2.41,0.75,0,0.0,3,1.038915,0.283293,138.0,1,1.1,0.9,27.42,0.0,0,0
FREDERICKSBURG 1 1,120077,1,4.42,0.38,0,0.0,3,1.0351193,1.943854,138.0,1,1.1,0.9,27.42,0.0,0,0
FREDERICKSBURG 2 1,120078,1,1.8,0.6,0,0.0,3,1.0355015,0.930145,138.0,1,1.1,0.9,27.42,0.0,0,0
FREDERICKSBURG 3 1,120079,1,3.16,1.05,0,0.0,3,1.0347224,2.192889,138.0,1,1.1,0.9,27.42,0.0,0,0
FREDERICKSBURG 4 1,120080,1,4.7,1.5,0,0.0,3,1.0329117,1.423549,138.0,1,1.1,0.9,27.42,0.0,0,0
STONEWALL 1 1,120081,1,1.06,0.3,0,0.0,6,1.0329439,1.64347,138.0,1,1.1,0.9,27.43,0.0,0,0
COMFORT 1 1,120082,1,2.41,0.6,0,0.0,6,1.0314997,1.823062,138.0,1,1.1,0.9,27.42,0.0,0,0
BOERNE 1 1,120083,1,7.3,0.83,0,0.0,6,1.0283326,2.046952,138.0,1,1.1,0.9,27.43,0.0,0,0
BOERNE 2 1,120084,1,2.86,0.6,0,0.0,6,1.0289412,1.832139,138.0,1,1.1,0.9,27.43,0.0,0,0
BERGHEIM 1 1,120085,1,6.8,1.95,0,0.0,6,1.0231978,0.602306,138.0,1,1.1,0.9,27.43,0.0,0,0
BOERNE 3 1,120086,1,4.7,0.83,0,0.0,6,1.0263154,2.193051,138.0,1,1.1,0.9,27.43,0.0,0,0
FREDERICKSBURG 5 1,120087,1,3.91,1.06,0,0.0,3,1.036111,2.076868,138.0,1,1.1,0.9,27.42,0.0,0,0
DOSS 2 1,120088,1,1.14,0.22,0,0.0,3,1.0357893,2.796888,138.0,1,1.1,0.9,27.42,0.0,0,0
FREDERICKSBURG 6 1,120089,1,1.38,0.38,0,0.0,3,1.0333754,1.337518,138.0,1,1.1,0.9,27.42,0.0,0,0
FREDERICKSBURG 7 1,120090,1,0.88,0.3,0,0.0,3,1.0359148,2.187179,138.0,1,1.1,0.9,27.42,0.0,0,0
KERRVILLE 1 1,120091,1,11.1,3.01,0,0.0,3,1.0330026,3.173517,138.0,1,1.1,0.9,27.42,0.0,0,0
COMFORT 2 1,120092,1,0.69,0.16,0,0.0,6,1.0293638,1.951619,138.0,1,1.1,0.9,27.42,0.0,0,0
INGRAM 1 1,120093,1,4.7,0.53,0,0.0,3,1.0382257,5.419662,138.0,1,1.1,0.9,27.42,0.0,0,0
HARPER 2 1,120094,1,1.58,0.53,0,0.0,3,1.0389634,5.473587,138.0,1,1.1,0.9,27.42,0.0,0,0
HARPER 3 1,120095,1,3.69,1.35,0,0.0,3,1.0387319,5.219257,138.0,1,1.1,0.9,27.42,0.0,0,0
INGRAM 2 1,120096,1,2.64,0.53,0,0.0,3,1.039988,5.783611,138.0,1,1.1,0.9,27.42,0.0,0,0
KERRVILLE 2 1,120097,1,4.9,1.43,0,0.0,3,1.0334289,2.91353,138.0,1,1.1,0.9,27.42,0.0,0,0
HUNT 1 1,120098,1,2.03,0.15,0,0.0,3,1.0446856,7.745365,138.0,1,1.1,0.9,27.42,0.0,0,0
HUNT 2 1,120099,1,0.35,0.09,0,0.0,3,1.0429435,7.30052,138.0,1,1.1,0.9,27.42,0.0,0,0
INGRAM 3 1,120100,1,1.95,0.68,0,0.0,3,1.0449743,7.180325,138.0,1,1.1,0.9,27.42,0.0,0,0
INGRAM 4 1,120101,1,1.04,0.38,0,0.0,3,1.0443744,6.62601,138.0,1,1.1,0.9,27.42,0.0,0,0
MEDINA 1 1,120103,1,2.71,0.45,0,0.0,6,1.043961,6.08052,138.0,1,1.1,0.9,27.42,0.0,0,0
BANDERA 1 1,120104,1,5.3,1.58,0,0.0,6,1.0357485,4.028325,138.0,1,1.1,0.9,27.42,0.0,0,0
VANDERPOOL 1 1,120105,1,3.09,0.98,0,0.0,3,1.0485674,7.384004,138.0,1,1.1,0.9,27.43,0.0,0,0
BANDERA 2 1,120106,1,2.86,0.68,0,0.0,6,1.0381735,4.648132,138.0,1,1.1,0.9,27.42,0.0,0,0
HONDO 6 1,120107,1,0.91,0.15,0,0.0,6,1.041018,5.472495,138.0,1,1.1,0.9,27.43,0.0,0,0
TARPLEY 1 1,120108,1,1.73,0.6,0,0.0,6,1.0480561,7.047359,138.0,1,1.1,0.9,27.43,0.0,0,0
COMFORT 3 1,120109,1,5.1,1.2,0,0.0,6,1.0305671,2.249655,138.0,1,1.1,0.9,27.42,0.0,0,0
COMFORT 4 1,120110,1,2.71,0.75,0,0.0,6,1.0295369,1.951107,138.0,1,1.1,0.9,27.42,0.0,0,0
PIPE CREEK 1 1,120111,1,5.4,1.65,0,0.0,6,1.0325852,2.979367,138.0,1,1.1,0.9,27.42,0.0,0,0
PIPE CREEK 2 1,120112,1,9.3,3.01,0,0.0,6,1.0313824,2.185977,138.0,1,1.1,0.9,27.42,0.0,0,0
PIPE CREEK 3 1,120113,1,3.61,1.05,0,0.0,6,1.0293263,2.632679,138.0,1,1.1,0.9,27.43,0.0,0,0
BANDERA 3 1,120114,1,1.8,0.45,0,0.0,6,1.037656,4.642201,138.0,1,1.1,0.9,27.43,0.0,0,0
MICO 1 1,120115,1,3.89,0.45,0,0.0,6,1.0283597,2.352741,138.0,1,1.1,0.9,27.43,0.0,0,0
MOUNTAIN HOME 1 1,120116,1,0.29,0.08,0,0.0,3,1.0444895,8.88208,138.0,1,1.1,0.9,27.42,0.0,0,0
MOUNTAIN HOME 2 1,120117,1,0.19,0.07,0,0.0,3,1.0455538,7.810603,138.0,1,1.1,0.9,27.42,0.0,0,0
CENTER POINT 1 1,120118,1,2.26,0.45,0,0.0,3,1.0333348,3.368259,138.0,1,1.1,0.9,27.42,0.0,0,0
MOUNTAIN HOME 3 1,120119,1,0.08,0.01,0,0.0,3,1.0428144,8.657903,138.0,1,1.1,0.9,27.42,0.0,0,0
KERRVILLE 3 1,120120,1,5.3,0.75,0,0.0,3,1.03448,4.026998,138.0,1,1.1,0.9,27.42,0.0,0,0
UTOPIA 1 1,120121,1,0.38,0.11,0,0.0,6,1.0499084,7.346029,138.0,1,1.1,0.9,27.43,0.0,0,0
HONDO 7 1,120122,1,0.14,0.02,0,0.0,6,1.0445319,7.002631,138.0,1,1.1,0.9,27.43,0.0,0,0
MEDINA 2 1,120123,1,0.41,0.12,0,0.0,6,1.0475341,6.526884,138.0,1,1.1,0.9,27.42,0.0,0,0
HARPER 4 1,120124,1,1.1,0.15,0,0.0,3,1.0375681,4.253942,138.0,1,1.1,0.9,27.42,0.0,0,0
TARPLEY 2 1,120125,1,1.73,0.3,0,0.0,6,1.049028,7.031289,138.0,1,1.1,0.9,27.43,0.0,0,0
SABINAL 2 1,120126,1,0.42,0.08,0,0.0,6,1.0430765,9.712322,138.0,1,1.1,0.9,27.43,0.0,0,0
COMFORT 5 1,120127,1,4.7,1.65,0,0.0,6,1.029923,1.963645,138.0,1,1.1,0.9,27.42,0.0,0,0
INGRAM 5 1,120128,1,1.73,0.6,0,0.0,3,1.0404108,6.110671,138.0,1,1.1,0.9,27.42,0.0,0,0
HONDO 8 1,120129,1,0.49,0.14,0,0.0,6,1.0444589,6.556804,138.0,1,1.1,0.9,27.43,0.0,0,0
LA VERNIA 1 1,120130,1,25.6,2.11,0,0.0,6,1.0358227,5.026859,138.0,1,1.1,0.9,27.44,0.0,0,0
ADKINS 1 1,120131,1,21.4,2.56,0,0.0,6,1.0333489,6.232728,138.0,1,1.1,0.9,27.44,0.0,0,0
ADKINS 2 1,120132,1,4.33,0.83,0,15.9,6,1.0339955,5.350788,138.0,1,1.1,0.9,27.44,0.0,0,0
SUTHERLAND SPRINGS 1 1,120133,1,8.8,1.73,0,0.0,6,1.0296958,5.645252,138.0,1,1.1,0.9,27.44,0.0,0,0
STOCKDALE 1 1,120134,1,9.6,3.09,0,0.0,6,1.0396933,5.065947,138.0,1,1.1,0.9,27.44,0.0,0,0
ELMENDORF 1 1,120135,1,4.42,0.38,0,0.0,6,1.0316258,6.416698,138.0,1,1.1,0.9,27.43,0.0,0,0
FLORESVILLE 1 1,120136,1,2.11,0.22,0,0.0,6,1.0314069,6.335045,138.0,1,1.1,0.9,27.44,0.0,0,0
POTH 1 1,120137,1,9.3,2.94,0,0.0,6,1.0324276,7.098812,138.0,1,1.1,0.9,27.44,0.0,0,0
HOBSON 1 1,120138,1,3.46,0.45,0,0.0,6,1.0385215,9.652967,138.0,1,1.1,0.9,27.44,0.0,0,0
POTH 2 1,120139,1,0.8,0.15,0,0.0,6,1.035357,8.44694,138.0,1,1.1,0.9,27.44,0.0,0,0
STOCKDALE 2 1,120140,1,3.16,0.83,0,0.0,6,1.0392283,6.196561,138.0,1,1.1,0.9,27.44,0.0,0,0
HOBSON 2 1,120141,1,3.24,0.22,0,0.0,6,1.0397046,9.429895,138.0,1,1.1,0.9,27.44,0.0,0,0
KARNES CITY 1 1,120142,1,1.49,0.22,0,0.0,6,1.0412107,11.678149,138.0,1,1.1,0.9,27.44,0.0,0,0
FALLS CITY 2 1,120143,1,1.19,0.38,0,0.0,6,1.0392544,9.546997,138.0,1,1.1,0.9,27.44,0.0,0,0
FALLS CITY 3 1,120144,1,1.13,0.3,0,0.0,6,1.0350577,8.261353,138.0,1,1.1,0.9,27.44,0.0,0,0
FLORESVILLE 2 1,120145,1,2.71,0.9,0,0.0,6,1.0311695,6.298686,138.0,1,1.1,0.9,27.44,0.0,0,0
SAINT HEDWIG 1 1,120146,1,1.37,0.3,0,0.0,6,1.025667,3.452208,138.0,1,1.1,0.9,27.43,0.0,0,0
BOERNE 4 1,120147,1,7.6,2.26,0,0.0,6,1.0262784,2.739882,138.0,1,1.1,0.9,27.43,0.0,0,0
BOERNE 5 1,120148,1,0.0,0.0,0,0.0,6,1.0338738,6.021585,345.0,1,1.1,0.9,27.43,0.0,0,0
BOERNE 5 2,120149,1,20.2,6.0,0,0.0,6,1.0310876,3.745963,138.0,1,1.1,0.9,27.43,0.0,0,0
BOERNE 6 1,120150,1,74.4,43.19,0,0.0,6,1.0233022,2.594168,138.0,1,1.1,0.9,27.43,0.0,0,0
KERRVILLE 4 1,120151,1,0.0,0.0,0,0.0,3,1.0370902,7.751986,345.0,1,1.1,0.9,27.42,0.0,0,0
KERRVILLE 4 2,120152,1,40.5,10.5,0,0.0,3,1.0346671,3.894462,138.0,1,1.1,0.9,27.42,0.0,0,0
KERRVILLE 5 1,120153,1,14.0,5.0,0,0.0,3,1.0324335,3.188016,138.0,1,1.1,0.9,27.42,0.0,0,0
BOERNE 7 1,120154,1,14.8,3.54,0,0.0,6,1.0294467,3.161714,138.0,1,1.1,0.9,27.43,0.0,0,0
HARPER 5 1,120155,1,1.5,0.53,0,0.0,3,1.0385979,5.30962,138.0,1,1.1,0.9,27.42,0.0,0,0
KERRVILLE 6 1,120156,1,7.8,1.88,0,0.0,3,1.0349038,3.254498,138.0,1,1.1,0.9,27.42,0.0,0,0
FREDERICKSBURG 8 1,120157,1,16.5,4.6,0,0.0,3,1.0346676,1.280635,138.0,1,1.1,0.9,27.42,0.0,0,0
FREDERICKSBURG 9 1,120158,1,17.8,5.7,0,0.0,3,1.034001,1.260587,138.0,1,1.1,0.9,27.42,0.0,0,0
FREDERICKSBURG 10 1,120159,1,5.0,1.43,0,0.0,3,1.0335126,1.309852,138.0,1,1.1,0.9,27.42,0.0,0,0
INGRAM 6 1,120160,1,8.0,2.34,0,0.0,3,1.0356153,4.670531,138.0,1,1.1,0.9,27.42,0.0,0,0
KERRVILLE 7 1,120161,1,15.7,4.25,0,0.0,3,1.0345689,4.067065,138.0,1,1.1,0.9,27.42,0.0,0,0
KERRVILLE 8 1,120162,1,9.6,3.16,0,0.0,3,1.0329297,3.432921,138.0,1,1.1,0.9,27.42,0.0,0,0
KERRVILLE 9 1,120163,1,4.07,1.2,0,0.0,3,1.0331009,3.361583,138.0,1,1.1,0.9,27.42,0.0,0,0
COMFORT 6 1,120164,1,3.76,1.05,0,0.0,6,1.0310329,2.378921,138.0,1,1.1,0.9,27.42,0.0,0,0
COMFORT 7 1,120165,1,6.7,1.8,0,0.0,6,1.0306908,2.027535,138.0,1,1.1,0.9,27.42,0.0,0,0
BERGHEIM 2 1,120166,1,2.79,0.38,0,0.0,6,1.0257583,1.405462,138.0,1,1.1,0.9,27.43,0.0,0,0
BOERNE 8 1,120167,1,3.24,0.83,0,0.0,6,1.0259531,1.633383,138.0,1,1.1,0.9,27.43,0.0,0,0
BANDERA 4 1,120168,1,10.8,2.94,0,0.0,6,1.0333107,3.25653,138.0,1,1.1,0.9,27.42,0.0,0,0
BANDERA 5 1,120169,1,1.73,0.3,0,0.0,6,1.0331032,3.157218,138.0,1,1.1,0.9,27.42,0.0,0,0
PIPE CREEK 4 1,120170,1,1.73,0.6,0,0.0,6,1.0322068,2.789172,138.0,1,1.1,0.9,27.42,0.0,0,0
PIPE CREEK 5 1,120171,1,6.6,1.5,0,0.0,6,1.033292,3.352655,138.0,1,1.1,0.9,27.43,0.0,0,0
MICO 2 1,120172,1,7.0,1.8,0,0.0,6,1.0318508,2.893198,138.0,1,1.1,0.9,27.43,0.0,0,0
MEDINA 3 1,120173,1,1.65,0.15,0,0.0,6,1.0436656,5.767701,138.0,1,1.1,0.9,27.42,0.0,0,0
NATALIA 2 1,120174,1,8.9,0.83,0,0.0,6,1.0277986,6.321884,138.0,1,1.1,0.9,27.43,0.0,0,0
PEARSALL 5 1,120175,1,19.3,5.4,0,0.0,4,1.0418318,11.900187,138.0,1,1.1,0.9,27.44,0.0,0,0
DILLEY 5 1,120176,1,7.3,1.58,0,0.0,4,1.0451807,12.589765,138.0,1,1.1,0.9,27.44,0.0,0,0
DEVINE 4 1,120177,1,14.1,4.25,0,0.0,6,1.0316674,7.858959,138.0,1,1.1,0.9,27.43,0.0,0,0
D HANIS 3 1,120178,1,2.11,0.45,0,0.0,6,1.043553,9.180095,138.0,1,1.1,0.9,27.43,0.0,0,0
HONDO 9 1,120179,1,15.7,1.5,0,0.0,6,1.043311,8.997221,138.0,1,1.1,0.9,27.43,0.0,0,0
CASTROVILLE 2 1,120180,1,2.26,0.53,0,0.0,6,1.0253687,5.68133,138.0,1,1.1,0.9,27.43,0.0,0,0
NATALIA 3 1,120181,1,4.25,1.28,0,0.0,6,1.0294256,6.834986,138.0,1,1.1,0.9,27.43,0.0,0,0
MOORE 3 1,120182,1,1.36,0.22,0,0.0,4,1.0400954,10.272612,138.0,1,1.1,0.9,27.44,0.0,0,0
POTEET 4 1,120183,1,2.56,0.6,0,0.0,4,1.0394815,9.348326,138.0,1,1.1,0.9,27.44,0.0,0,0
POTEET 5 1,120184,1,6.8,0.98,0,0.0,4,1.0408951,9.281508,138.0,1,1.1,0.9,27.44,0.0,0,0
LEMING 4 1,120185,1,1.38,0.45,0,0.0,6,1.0415665,10.490958,138.0,1,1.1,0.9,27.44,0.0,0,0
PLEASANTON 4 1,120186,1,8.5,2.86,0,20.31,4,1.0449304,10.841383,138.0,1,1.1,0.9,27.44,0.0,0,0
PLEASANTON 5 1,120187,1,15.7,3.76,0,0.0,4,1.0431544,10.701156,138.0,1,1.1,0.9,27.44,0.0,0,0
CHARLOTTE 4 1,120188,1,3.09,0.9,0,0.0,4,1.0443825,12.94622,138.0,1,1.1,0.9,27.44,0.0,0,0
CASTROVILLE 3 1,120189,1,14.2,3.8,0,0.0,6,1.025617,5.807777,138.0,1,1.1,0.9,27.43,0.0,0,0
RUNGE 1 1,120190,1,0.94,0.15,0,0.0,6,1.0402507,9.700678,138.0,1,1.1,0.9,27.45,0.0,0,0
KENEDY 1 1,120191,1,5.3,1.58,0,10.69,6,1.0449847,13.396653,138.0,1,1.1,0.9,27.45,0.0,0,0
RUNGE 2 1,120192,1,1.8,0.15,0,0.0,6,1.0436807,13.539743,138.0,1,1.1,0.9,27.45,0.0,0,0
RUNGE 3 1,120193,1,1.27,0.3,0,0.0,6,1.0423591,16.423102,138.0,1,1.1,0.9,27.45,0.0,0,0
PAWNEE 2 1,120194,1,1.43,0.3,0,0.0,4,1.0447996,15.082634,138.0,1,1.1,0.9,27.45,0.0,0,0
KENEDY 2 1,120195,1,0.78,0.15,0,0.0,6,1.0454819,13.840738,138.0,1,1.1,0.9,27.45,0.0,0,0
NORDHEIM 1 1,120196,1,2.56,0.53,0,0.0,6,1.0433705,14.356256,138.0,1,1.1,0.9,27.45,0.0,0,0
FLORESVILLE 3 1,120197,1,16.2,2.49,0,0.0,6,1.0304943,6.066736,138.0,1,1.1,0.9,27.44,0.0,0,0
HOBSON 3 1,120198,1,0.0,0.0,0,0.0,6,1.0423877,15.048748,345.0,1,1.1,0.9,27.45,-0.01,0,0
HOBSON 3 2,120199,1,17.3,5.2,0,0.0,6,1.043908,12.733308,138.0,1,1.1,0.9,27.45,0.0,0,0
HELOTES 1 1,120200,1,6.3,1.65,0,0.0,6,1.0159814,-1.769029,69.0,1,1.1,0.9,27.43,0.0,0,0
HELOTES 2 1,120201,1,7.3,0.3,0,0.0,6,1.0199739,-2.435826,69.0,1,1.1,0.9,27.43,0.0,0,0
BOERNE 9 1,120202,1,2.94,1.05,0,0.0,6,1.0248312,-1.965164,69.0,1,1.1,0.9,27.43,0.0,0,0
HELOTES 3 1,120203,1,17.3,2.56,0,13.7,6,1.0219342,-2.213705,69.0,1,1.1,0.9,27.43,0.0,0,0
HELOTES 4 1,120204,1,2.56,0.6,0,0.0,6,1.01862,-2.656571,69.0,1,1.1,0.9,27.43,0.0,0,0
HELOTES 5 1,120205,1,0.0,0.0,0,0.0,6,1.0107216,-0.093905,138.0,1,1.1,0.9,27.43,0.0,0,0
HELOTES 5 2,120206,1,16.9,3.09,0,0.0,6,1.0138093,-2.02698,69.0,1,1.1,0.9,27.43,0.0,0,0
HELOTES 5 3,120207,1,0.0,0.0,0,0.0,6,1.0121152,-0.93749,13.8,1,1.1,0.9,27.43,0.0,0,0
HELOTES 5 4,120208,1,0.0,0.0,0,0.0,6,1.0121152,-0.93749,1.0,1,1.1,0.9,27.43,0.0,0,0
HELOTES 6 1,120209,1,8.9,2.26,0,0.0,6,1.0133787,-2.44575,69.0,1,1.1,0.9,27.43,0.0,0,0
HELOTES 7 1,120210,1,1.26,0.15,0,0.0,6,1.0204681,-0.368436,69.0,1,1.1,0.9,27.43,0.0,0,0
BOERNE 10 1,120211,1,0.0,0.0,0,0.0,6,1.0197853,1.872784,138.0,1,1.1,0.9,27.43,0.0,0,0
BOERNE 10 2,120212,1,21.2,5.7,0,0.0,6,1.0228546,-1.127302,69.0,1,1.1,0.9,27.43,0.0,0,0
ELMENDORF 2 1,120213,1,6.2,2.26,0,0.0,6,1.0257402,3.251899,69.0,1,1.1,0.9,27.43,0.0,0,0
ELMENDORF 3 1,120214,1,7.6,2.41,0,0.0,6,1.0290558,3.31113,69.0,1,1.1,0.9,27.43,0.0,0,0
ELMENDORF 4 1,120215,1,6.1,0.68,0,0.0,6,1.0251717,2.455058,69.0,1,1.1,0.9,27.43,0.0,0,0
ELMENDORF 5 1,120216,1,8.4,2.26,0,0.0,6,1.0239585,3.075656,69.0,1,1.1,0.9,27.43,0.0,0,0
LEMING 5 1,120217,1,8.0,2.71,0,0.0,6,1.0225503,3.051172,69.0,1,1.1,0.9,27.43,0.0,0,0
ELMENDORF 6 1,120218,1,5.1,0.9,0,0.0,6,1.0237821,3.179754,69.0,1,1.1,0.9,27.43,0.0,0,0
VON ORMY 1 1,120219,1,6.7,2.03,0,0.0,6,1.0362754,-1.298428,69.0,1,1.1,0.9,27.43,0.01,0,0
ELMENDORF 7 1,120220,1,0.43,0.04,0,0.0,6,1.0258856,3.062791,69.0,1,1.1,0.9,27.43,0.0,0,0
VON ORMY 2 1,120221,1,11.1,1.2,0,25.0,6,1.0483328,-1.949663,69.0,1,1.1,0.9,27.43,0.01,0,0
VON ORMY 3 1,120222,1,0.0,0.0,0,0.0,6,1.0269522,5.464375,138.0,1,1.1,0.9,27.43,0.0,0,0
VON ORMY 3 2,120223,1,46.9,11.63,0,0.0,6,1.0264993,3.506063,69.0,1,1.1,0.9,27.43,0.0,0,0
VON ORMY 4 1,120224,1,10.41,2.63,0,0.0,6,1.0250157,3.024426,69.0,1,1.1,0.9,27.43,0.0,0,0
UNIVERSAL CITY 1 1,120225,1,26.9,7.3,0,0.0,6,0.9979192,-1.892522,69.0,1,1.1,0.9,27.43,-0.01,0,0
SAN ANTONIO 1 1,120226,1,28.8,3.89,0,0.0,6,1.0075443,-0.933166,69.0,1,1.1,0.9,27.43,0.0,0,0
UNIVERSAL CITY 2 1,120227,1,0.0,0.0,0,0.0,6,1.0069759,0.003186,138.0,1,1.1,0.9,27.43,0.0,0,0
UNIVERSAL CITY 2 2,120228,1,31.0,8.6,0,0.0,6,0.9985231,-2.364793,69.0,1,1.1,0.9,27.43,0.0,0,0
UNIVERSAL CITY 3 1,120229,1,20.8,12.99,0,0.0,6,0.9945408,-2.358859,69.0,1,1.1,0.9,27.43,0.0,0,0
SAN ANTONIO 2 1,120230,1,23.6,5.1,0,0.0,6,1.0049689,-2.651449,69.0,1,1.1,0.9,27.43,0.0,0,0
